return_date,decision_date,expiry,payoff_date,asset_id,symbol,underlying,kind,moneyness_bucket,mark,strike,start_spot,payoff_raw_close,decision_split_factor,payoff_split_factor,split_factor_ratio,terminal_spot_proxy,expiry_spot_proxy,expiry_weight,payoff_proxy,option_return,delta,gamma,vega,theta,iv_proxy,expiry_days,asset_class,state_snapshot_date,underlying_or_forward,right,entry_price,vix_close_proxy_settlement,exact_minus_vix_close_proxy,terminal_forward_proxy,exit_price,settlement_source,greek_model,vx_contract,train_end_date,snap_date,symbol_rep,volume,cbbo_median_relative_spread,moneyness_bucket_rep,underlying_rep,expiry_rep,tenor_days,snap_date_borrow,borrow_rate_proxy,borrow_source,open_interest,relative_spread,relative_spread_source,holding_years,available_volume_contracts,available_oi_contracts
2015-10-30,2015-09-30,2015-10-16,2015-10-16,AMZN_put_put_near,AMZN  151016P00490000,AMZN,put,put_near,7.43,490.0,511.8899917602539,570.7600021362305,1.0,1.0,1.0,570.7600021362305,570.7600021362305,1.0,0.0,-1.0,-0.36981296651326784,0.0,0.40532960500342113,-0.6941387210229664,0.4506812410712243,16,equity_option,,,,,,,,,,,,,2015-09-30,AMZN  151016P00490000,142,0.023809523809523725,put_near,AMZN,2015-10-16,16,2015-09-30,0.2405790857987206,option_parity_implied_borrow_proxy_same_expiry,,0.023809523809523725,panel_cbbo,0.043835616438356165,142,
2015-11-30,2015-10-30,2015-11-20,2015-11-20,AMZN_put_put_near,AMZN  151120P00600000,AMZN,put,put_near,5.3,600.0,625.9000015258789,668.4500122070312,1.0,1.0,1.0,668.4500122070312,668.4500122070312,1.0,0.0,-1.0,-0.24797358184020088,0.0010880749539056841,0.47775301882323395,-0.2913516839764716,0.25307553025484086,21,equity_option,,,,,,,,,,,,,2015-10-30,AMZN  151120P00600000,76,0.03092865683539266,put_near,AMZN,2015-11-20,21,2015-10-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.03092865683539266,panel_cbbo,0.057534246575342465,76,
2015-12-31,2015-11-30,2015-12-18,2015-12-18,AMZN_put_put_near,AMZN  151218P00640000,AMZN,put,put_near,6.75,640.0,664.8000335693359,664.1400146484375,1.0,1.0,1.0,664.1400146484375,664.1400146484375,1.0,0.0,-1.0,-0.2493752035677307,0.0005247751966903168,0.47054176450814,-0.3300801022431985,0.24931574445962906,18,equity_option,,,,,,,,,,,,,2015-11-30,AMZN  151218P00640000,56,0.030395136778115502,put_near,AMZN,2015-12-18,18,2015-11-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.030395136778115502,panel_cbbo,0.049315068493150684,56,
2016-01-29,2015-12-31,2016-01-15,2016-01-15,AMZN_put_put_near,AMZN  160115P00650000,AMZN,put,put_near,4.42,650.0,675.8899688720703,570.1800155639648,1.0,1.0,1.0,570.1800155639648,570.1800155639648,1.0,79.81998443603516,17.05882000815275,-0.22892937572740676,0.012807617272361599,0.43644206801575086,-0.3873163862474591,0.2620792278170586,15,equity_option,,,,,,,,,,,,,2015-12-31,AMZN  160115P00650000,121,0.039215686274509776,put_near,AMZN,2016-01-15,15,2015-12-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.039215686274509776,panel_cbbo,0.0410958904109589,121,
2016-02-29,2016-01-29,2016-02-19,2016-02-19,AMZN_put_put_near,AMZN  160219P00560000,AMZN,put,put_near,8.15,560.0,587.0000076293945,534.900016784668,1.0,1.0,1.0,534.900016784668,534.900016784668,1.0,25.09998321533203,2.0797525417585314,-0.33563072957047085,0.012088077125028695,0.5241110257140079,-0.5666518572360459,0.4045994276642799,21,equity_option,,,,,,,,,,,,,2016-01-29,AMZN  160219P00560000,774,0.0423120574177976,put_near,AMZN,2016-02-19,21,2016-01-29,0.11216946592109396,option_parity_implied_borrow_proxy_same_expiry,,0.0423120574177976,panel_cbbo,0.057534246575342465,774,
2016-03-31,2016-02-29,2016-03-18,2016-03-18,AMZN_put_put_near,AMZN  160318P00520000,AMZN,put,put_near,3.9,520.0,552.5199890136719,552.0800018310547,1.0,1.0,1.0,552.0800018310547,552.0800018310547,1.0,0.0,-1.0,-0.2401002184643952,0.003994441604486445,0.386346314498583,-0.4099371485134844,0.37726766840219494,18,equity_option,,,,,,,,,,,,,2016-02-29,AMZN  160318P00520000,136,0.04830917874396135,put_near,AMZN,2016-03-18,18,2016-02-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.04830917874396135,panel_cbbo,0.049315068493150684,136,
2016-04-29,2016-03-31,2016-04-15,2016-04-15,AMZN_put_put_near,AMZN  160415P00550000,AMZN,put,put_near,1.71,550.0,593.6399841308594,625.890007019043,1.0,1.0,1.0,625.890007019043,625.890007019043,1.0,0.0,-1.0,-0.09662006668417406,0.013287155209675511,0.20544564925824152,-0.17817827189551605,0.29341514703035354,15,equity_option,,,,,,,,,,,,,2016-03-31,AMZN  160415P00550000,193,0.10380622837370236,put_near,AMZN,2016-04-15,15,2016-03-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.10380622837370236,panel_cbbo,0.0410958904109589,193,
2016-05-31,2016-04-29,2016-05-20,2016-05-20,AMZN_put_put_near,AMZN  160520P00640000,AMZN,put,put_near,9.18,640.0,659.5899963378906,702.7999877929688,1.0,1.0,1.0,702.7999877929688,702.7999877929688,1.0,0.0,-1.0,-0.3275291660241367,0.005591587508334511,0.5784866722021588,-0.3828533683128672,0.27522536534070974,21,equity_option,,,,,,,,,,,,,2016-04-29,AMZN  160520P00640000,254,0.04359705393205041,put_near,AMZN,2016-05-20,21,2016-04-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.04359705393205041,panel_cbbo,0.057534246575342465,254,
2016-06-30,2016-05-31,2016-06-17,2016-06-17,AMZN_put_put_near,AMZN  160617P00700000,AMZN,put,put_near,5.3,700.0,722.7899932861328,706.3899993896484,1.0,1.0,1.0,706.3899993896484,706.3899993896484,1.0,0.0,-1.0,-0.265094319089996,0.00537945408490818,0.5225355783631573,-0.3703448237242579,0.21415447565317153,17,equity_option,,,,,,,,,,,,,2016-05-31,AMZN  160617P00700000,261,0.04291845493562232,put_near,AMZN,2016-06-17,17,2016-05-31,0.07457600909730049,option_parity_implied_borrow_proxy_same_expiry,,0.04291845493562232,panel_cbbo,0.04657534246575343,261,
2016-07-29,2016-06-30,2016-07-15,2016-07-15,AMZN_put_put_near,AMZN  160715P00680000,AMZN,put,put_near,3.13,680.0,715.6199645996094,735.4399871826172,1.0,1.0,1.0,735.4399871826172,735.4399871826172,1.0,0.0,-1.0,-0.15309739268359787,0.012848909814571366,0.34995032002547,-0.28834227838988236,0.24908090685606005,15,equity_option,,,,,,,,,,,,,2016-06-30,AMZN  160715P00680000,496,0.06249999999999992,put_near,AMZN,2016-07-15,15,2016-06-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.06249999999999992,panel_cbbo,0.0410958904109589,496,
2016-08-31,2016-07-29,2016-08-19,2016-08-19,AMZN_put_put_near,AMZN  160819P00700000,AMZN,put,put_near,1.5,700.0,758.8099670410156,757.3100280761719,1.0,1.0,1.0,757.3100280761719,757.3100280761719,1.0,0.0,-1.0,-0.07321219103105119,2.2767871296708652e-07,0.2532430762158948,-0.14333470093685574,0.23529105204343795,21,equity_option,,,,,,,,,,,,,2016-07-29,AMZN  160819P00700000,353,0.060975609756097476,put_near,AMZN,2016-08-19,21,2016-07-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.060975609756097476,panel_cbbo,0.057534246575342465,353,
2016-09-30,2016-08-31,2016-09-16,2016-09-16,AMZN_put_put_near,AMZN  160916P00730000,AMZN,put,put_near,1.35,730.0,769.1600036621094,778.5199737548828,1.0,1.0,1.0,778.5199737548828,778.5199737548828,1.0,0.0,-1.0,-0.11472682112308626,0.009829824901690898,0.3195641596252333,-0.21201201189061414,0.1972843144059181,16,equity_option,,,,,,,,,,,,,2016-08-31,AMZN  160916P00730000,38,0.04329344824700853,put_near,AMZN,2016-09-16,16,2016-08-31,0.07380219705579255,option_parity_implied_borrow_proxy_same_expiry,,0.04329344824700853,panel_cbbo,0.043835616438356165,38,
2016-10-31,2016-09-30,2016-10-21,2016-10-21,AMZN_put_put_near,AMZN  161021P00800000,AMZN,put,put_near,5.12,800.0,837.3100280761719,818.9900207519531,1.0,1.0,1.0,818.9900207519531,818.9900207519531,1.0,0.0,-1.0,-0.19444555547943598,0.009073620817358246,0.5214902574331033,-0.29104057488488966,0.23208081008195877,21,equity_option,,,,,,,,,,,,,2016-09-30,AMZN  161021P00800000,591,0.05825242718446598,put_near,AMZN,2016-10-21,21,2016-09-30,0.0005763614224082642,option_parity_implied_borrow_proxy_same_expiry,,0.05825242718446598,panel_cbbo,0.057534246575342465,591,
2016-11-30,2016-10-31,2016-11-18,2016-11-18,AMZN_put_put_near,AMZN  161118P00730000,AMZN,put,put_near,1.5,730.0,789.8200225830078,760.1599884033203,1.0,1.0,1.0,760.1599884033203,760.1599884033203,1.0,0.0,-1.0,-0.07346193645002995,5.982595564591772e-08,0.24452512440074314,-0.16817764312212513,0.24437938650846483,18,equity_option,,,,,,,,,,,,,2016-10-31,AMZN  161118P00730000,243,0.09326164874551972,put_near,AMZN,2016-11-18,18,2016-10-31,0.0006695531337439006,option_parity_implied_borrow_proxy_same_expiry,,0.09326164874551972,panel_cbbo,0.049315068493150684,243,
2016-12-30,2016-11-30,2016-12-16,2016-12-16,AMZN_put_put_near,AMZN  161216P00680000,AMZN,put,put_near,0.99,680.0,750.5699920654297,757.7700042724609,1.0,1.0,1.0,757.7700042724609,757.7700042724609,1.0,0.0,-1.0,-0.035461664767344366,0.0042001081704060046,0.12169814157710325,-0.08747169721773113,0.2632689127326012,16,equity_option,,,,,,,,,,,,,2016-11-30,AMZN  161216P00680000,163,0.11428571428571424,put_near,AMZN,2016-12-16,16,2016-11-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.11428571428571424,panel_cbbo,0.043835616438356165,163,
2017-01-31,2016-12-30,2017-01-20,2017-01-20,AMZN_put_put_near,AMZN  170120P00690000,AMZN,put,put_near,1.97,690.0,749.8699951171875,808.3300018310547,1.0,1.0,1.0,808.3300018310547,808.3300018310547,1.0,0.0,-1.0,-0.06253507356353023,0.005561756746924604,0.22202642574374745,-0.12394663129928052,0.22790856839418414,21,equity_option,,,,,,,,,,,,,2016-12-30,AMZN  170120P00690000,571,0.062176165803108745,put_near,AMZN,2017-01-20,21,2016-12-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.062176165803108745,panel_cbbo,0.057534246575342465,571,
2017-02-28,2017-01-31,2017-02-17,2017-02-17,AMZN_put_put_near,AMZN  170217P00760000,AMZN,put,put_near,4.38,760.0,823.4799957275391,845.0700378417969,1.0,1.0,1.0,845.0700378417969,845.0700378417969,1.0,0.0,-1.0,-0.12964781093588232,0.007386329107681294,0.36658266021495295,-0.3592204668728005,0.34914914356470106,17,equity_option,,,,,,,,,,,,,2017-01-31,AMZN  170217P00760000,38,0.04494382022471915,put_near,AMZN,2017-02-17,17,2017-01-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.04494382022471915,panel_cbbo,0.04657534246575343,38,
2017-03-31,2017-02-28,2017-03-17,2017-03-17,AMZN_put_put_near,AMZN  170317P00800000,AMZN,put,put_near,1.54,800.0,845.0399780273438,852.3100280761719,1.0,1.0,1.0,852.3100280761719,852.3100280761719,1.0,0.0,-1.0,-0.09543386268519222,0.010199662925191515,0.306784629853147,-0.14964149311575503,0.19639026261568068,17,equity_option,,,,,,,,,,,,,2017-02-28,AMZN  170317P00800000,583,0.09717398706162744,put_near,AMZN,2017-03-17,17,2017-02-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.09717398706162744,panel_cbbo,0.04657534246575343,583,
2017-04-28,2017-03-31,2017-04-21,2017-04-21,AMZN_put_put_near,AMZN  170421P00860000,AMZN,put,put_near,4.55,860.0,886.5399932861328,898.5299682617188,1.0,1.0,1.0,898.5299682617188,898.5299682617188,1.0,0.0,-1.0,-0.22517367448743403,0.013853727306518779,0.6606051162454476,-0.28218404761102445,0.1686496236681938,21,equity_option,,,,,,,,,,,,,2017-03-31,AMZN  170421P00860000,251,0.053475935828877004,put_near,AMZN,2017-04-21,21,2017-03-31,0.014265755280506798,option_parity_implied_borrow_proxy_same_expiry,,0.053475935828877004,panel_cbbo,0.057534246575342465,251,
2017-05-31,2017-04-28,2017-05-19,2017-05-19,AMZN_put_put_near,AMZN  170519P00880000,AMZN,put,put_near,2.78,880.0,924.9900054931641,959.8400115966796,1.0,1.0,1.0,959.8400115966796,959.8400115966796,1.0,0.0,-1.0,-0.1299820107042869,0.005924525276953237,0.4362108149045629,-0.19798108860556018,0.19040488389730453,21,equity_option,,,,,,,,,,,,,2017-04-28,AMZN  170519P00880000,349,0.07751747702458567,put_near,AMZN,2017-05-19,21,2017-04-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.07751747702458567,panel_cbbo,0.057534246575342465,349,
2017-06-30,2017-05-31,2017-06-16,2017-06-16,AMZN_put_put_near,AMZN  170616P00960000,AMZN,put,put_near,4.75,960.0,994.6199798583984,987.7100372314452,1.0,1.0,1.0,987.7100372314452,987.7100372314452,1.0,0.0,-1.0,-0.1778362542144573,0.0009496348648281767,0.5395822183641859,-0.32046094343505915,0.1893177169203758,16,equity_option,,,,,,,,,,,,,2017-05-31,AMZN  170616P00960000,163,0.06249999999999995,put_near,AMZN,2017-06-16,16,2017-05-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.06249999999999995,panel_cbbo,0.043835616438356165,163,
2017-07-31,2017-06-30,2017-07-21,2017-07-21,AMZN_put_put_near,AMZN  170721P00900000,AMZN,put,put_near,2.64,900.0,968.0000305175781,1025.6700134277344,1.0,1.0,1.0,1025.6700134277344,1025.6700134277344,1.0,0.0,-1.0,-0.11101015151112205,0.001650106569918569,0.45071575802719854,-0.2674996653570676,0.24825003472566606,21,equity_option,,,,,,,,,,,,,2017-06-30,AMZN  170721P00900000,75,0.18181818181818182,put_near,AMZN,2017-07-21,21,2017-06-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.18181818181818182,panel_cbbo,0.057534246575342465,75,
2017-08-31,2017-07-31,2017-08-18,2017-08-18,AMZN_put_put_near,AMZN  170818P00950000,AMZN,put,put_near,6.35,950.0,987.7799987792969,958.4700012207032,1.0,1.0,1.0,958.4700012207032,958.4700012207032,1.0,0.0,-1.0,-0.22484105060408502,0.00940134717865154,0.6886417755042865,-0.4588790796795692,0.23737359668016436,18,equity_option,,,,,,,,,,,,,2017-07-31,AMZN  170818P00950000,509,0.08560311284046689,put_near,AMZN,2017-08-18,18,2017-07-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.08560311284046689,panel_cbbo,0.049315068493150684,509,
2017-09-29,2017-08-31,2017-09-15,2017-09-15,AMZN_put_put_near,AMZN  170915P00950000,AMZN,put,put_near,4.48,950.0,980.5999755859375,986.790008544922,1.0,1.0,1.0,986.790008544922,986.790008544922,1.0,0.0,-1.0,-0.20589067994078586,0.01127329589637577,0.5281794504346395,-0.3422402185210842,0.19344465998411178,15,equity_option,,,,,,,,,,,,,2017-08-31,AMZN  170915P00950000,519,0.04255319148936175,put_near,AMZN,2017-09-15,15,2017-08-31,0.010802897471719843,option_parity_implied_borrow_proxy_same_expiry,,0.04255319148936175,panel_cbbo,0.0410958904109589,519,
2017-10-31,2017-09-29,2017-10-20,2017-10-20,AMZN_put_put_near,AMZN  171020P00930000,AMZN,put,put_near,6.3,930.0,961.3500213623047,982.9100036621094,1.0,1.0,1.0,982.9100036621094,982.9100036621094,1.0,0.0,-1.0,-0.2479549706869607,2.929936902260682e-05,0.731994793810682,-0.3681478905921409,0.21200875135660174,21,equity_option,,,,,,,,,,,,,2017-09-29,AMZN  171020P00930000,167,0.050420168067226864,put_near,AMZN,2017-10-20,21,2017-09-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.050420168067226864,panel_cbbo,0.057534246575342465,167,
2017-11-30,2017-10-31,2017-11-17,2017-11-17,AMZN_put_put_near,AMZN  171117P01050000,AMZN,put,put_near,3.51,1050.0,1105.2799987792969,1129.8799896240234,1.0,1.0,1.0,1129.8799896240234,1129.8799896240234,1.0,0.0,-1.0,-0.12811259317488996,0.004411374968176582,0.4679226170761165,-0.2993851115541095,0.2169570299983025,17,equity_option,,,,,,,,,,,,,2017-10-31,AMZN  171117P01050000,70,0.09375000000000008,put_near,AMZN,2017-11-17,17,2017-10-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.09375000000000008,panel_cbbo,0.04657534246575343,70,
2017-12-29,2017-11-30,2017-12-15,2017-12-15,AMZN_put_put_near,AMZN  171215P01100000,AMZN,put,put_near,2.95,1100.0,1176.7500305175781,1179.1400146484375,1.0,1.0,1.0,1179.1400146484375,1179.1400146484375,1.0,0.0,-1.0,-0.09533021522939507,0.0015104817949789693,0.3886245138576055,-0.3601222492348195,0.2419654466748238,15,equity_option,,,,,,,,,,,,,2017-11-30,AMZN  171215P01100000,82,0.1467832448141096,put_near,AMZN,2017-12-15,15,2017-11-30,0.14814303201454582,option_parity_implied_borrow_proxy_same_expiry,,0.1467832448141096,panel_cbbo,0.0410958904109589,82,
2018-01-31,2017-12-29,2018-01-19,2018-01-19,AMZN_put_put_near,AMZN  180119P01100000,AMZN,put,put_near,2.75,1100.0,1169.469985961914,1294.5799255371094,1.0,1.0,1.0,1294.5799255371094,1294.5799255371094,1.0,0.0,-1.0,-0.10663851068693392,0.002749808489902965,0.5404345468182966,-0.26802414628059923,0.20770538207292558,21,equity_option,,,,,,,,,,,,,2017-12-29,AMZN  180119P01100000,702,0.1067712672999107,put_near,AMZN,2018-01-19,21,2017-12-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.1067712672999107,panel_cbbo,0.057534246575342465,702,
2018-02-28,2018-01-31,2018-02-16,2018-02-16,AMZN_put_put_near,AMZN  180216P01400000,AMZN,put,put_near,37.75,1400.0,1450.8900451660156,1448.6900329589844,1.0,1.0,1.0,1448.6900329589844,1448.6900329589844,1.0,0.0,-1.0,-0.3279413666021221,1.6849136445887735e-05,1.1049948954235296,-1.7612006528214579,0.507398694574833,16,equity_option,,,,,,,,,,,,,2018-01-31,AMZN  180216P01400000,88,0.018678170559070305,put_near,AMZN,2018-02-16,16,2018-01-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.018678170559070305,panel_cbbo,0.043835616438356165,88,
2018-04-30,2018-02-28,2018-03-16,2018-03-16,AMZN_put_put_near,AMZN  180316P01450000,AMZN,put,put_near,13.8,1450.0,1512.449951171875,1571.6799926757812,1.0,1.0,1.0,1571.6799926757812,1571.6799926757812,1.0,0.0,-1.0,-0.22552033882709005,0.005600710077096337,0.994882510965639,-0.853105406625291,0.27287818137407305,16,equity_option,,,,,,,,,,,,,2018-02-28,AMZN  180316P01450000,104,0.03418803418803422,put_near,AMZN,2018-03-16,16,2018-02-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.03418803418803422,panel_cbbo,0.043835616438356165,104,
2018-05-31,2018-04-30,2018-05-18,2018-05-18,AMZN_put_put_near,AMZN  180518P01500000,AMZN,put,put_near,12.85,1500.0,1566.1300659179688,1574.3699645996094,1.0,1.0,1.0,1574.3699645996094,1574.3699645996094,1.0,0.0,-1.0,-0.24061917959799178,0.001255755540712866,1.0956869151203419,-0.8360294002380666,0.2757010008931161,18,equity_option,,,,,,,,,,,,,2018-04-30,AMZN  180518P01500000,407,0.034066731141199104,put_near,AMZN,2018-05-18,18,2018-04-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.034066731141199104,panel_cbbo,0.049315068493150684,407,
2018-06-29,2018-05-31,2018-06-15,2018-06-15,AMZN_put_put_near,AMZN  180615P01575000,AMZN,put,put_near,8.05,1575.0,1629.6200561523438,1715.9700012207031,1.0,1.0,1.0,1715.9700012207031,1715.9700012207031,1.0,0.0,-1.0,-0.1956460873215761,0.0019995247010120435,0.8907625987238024,-0.609372558823865,0.19193430849313736,15,equity_option,,,,,,,,,,,,,2018-05-31,AMZN  180615P01575000,121,0.043210288163848545,put_near,AMZN,2018-06-15,15,2018-05-31,0.05282399790877244,option_parity_implied_borrow_proxy_same_expiry,,0.043210288163848545,panel_cbbo,0.0410958904109589,121,
2018-07-31,2018-06-29,2018-07-20,2018-07-20,AMZN_put_put_near,AMZN  180720P01625000,AMZN,put,put_near,17.99,1625.0,1699.7999572753906,1813.699951171875,1.0,1.0,1.0,1813.699951171875,1813.699951171875,1.0,0.0,-1.0,-0.21321740303985193,0.007393271479583982,1.1987312339881526,-0.6911145666426801,0.24573000074625018,21,equity_option,,,,,,,,,,,,,2018-06-29,AMZN  180720P01625000,27,0.06869902511688275,put_near,AMZN,2018-07-20,21,2018-06-29,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.06869902511688275,panel_cbbo,0.057534246575342465,27,
2018-08-31,2018-07-31,2018-08-17,2018-08-17,AMZN_put_put_near,AMZN  180817P01650000,AMZN,put,put_near,6.77,1650.0,1777.4400329589844,1882.2200012207031,1.0,1.0,1.0,1882.2200012207031,1882.2200012207031,1.0,0.0,-1.0,-0.11343958587831239,5.6861958041479295e-06,0.7392006344720248,-0.6463621403728572,0.2974872549176216,17,equity_option,,,,,,,,,,,,,2018-07-31,AMZN  180817P01650000,109,0.04878048780487805,put_near,AMZN,2018-08-17,17,2018-07-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.04878048780487805,panel_cbbo,0.04657534246575343,109,
2018-09-28,2018-08-31,2018-09-21,2018-09-21,AMZN_put_put_near,AMZN  180921P01950000,AMZN,put,put_near,15.55,1950.0,2012.7099609375,1915.0100708007812,1.0,1.0,1.0,1915.0100708007812,1915.0100708007812,1.0,34.98992919921875,1.2501562185992765,-0.24484877354887902,5.973494112259363e-05,1.522791515216857,-0.7406801128648013,0.20864473248720175,21,equity_option,,,,,,,,,,,,,2018-08-31,AMZN  180921P01950000,204,0.02211690363349129,put_near,AMZN,2018-09-21,21,2018-08-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.02211690363349129,panel_cbbo,0.057534246575342465,204,
2018-10-31,2018-09-28,2018-10-19,2018-10-19,AMZN_put_put_near,AMZN  181019P01900000,AMZN,put,put_near,14.75,1900.0,2003.0000305175781,1764.0299987792969,1.0,1.0,1.0,1764.0299987792969,1764.0299987792969,1.0,135.97000122070312,8.218305167505296,-0.1893119058955559,0.003836194851141767,1.2333962884615242,-0.7792442084653892,0.2709386850237847,21,equity_option,,,,,,,,,,,,,2018-09-28,AMZN  181019P01900000,230,0.041095890410958874,put_near,AMZN,2018-10-19,21,2018-09-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.041095890410958874,panel_cbbo,0.057534246575342465,230,
2018-11-30,2018-10-31,2018-11-16,2018-11-16,AMZN_put_put_near,AMZN  181116P01550000,AMZN,put,put_near,34.08,1550.0,1598.0099487304688,1593.4100341796875,1.0,1.0,1.0,1593.4100341796875,1593.4100341796875,1.0,0.0,-1.0,-0.3703680220755633,0.009073907890712489,1.2275817265662485,-2.175488778812465,0.5402545018315315,16,equity_option,,,,,,,,,,,,,2018-10-31,AMZN  181116P01550000,299,0.02402251223069877,put_near,AMZN,2018-11-16,16,2018-10-31,0.06765420175316925,option_parity_implied_borrow_proxy_same_expiry,,0.02402251223069877,panel_cbbo,0.043835616438356165,299,
2018-12-31,2018-11-30,2018-12-21,2018-12-21,AMZN_put_put_near,AMZN  181221P01600000,AMZN,put,put_near,25.93,1600.0,1690.1699829101562,1377.449951171875,1.0,1.0,1.0,1377.449951171875,1377.449951171875,1.0,222.550048828125,7.5827245980765525,-0.26023236337497924,0.0,1.3165575205831725,-1.2522789669141545,0.36536843510866157,21,equity_option,,,,,,,,,,,,,2018-11-30,AMZN  181221P01600000,272,0.02436890786820018,put_near,AMZN,2018-12-21,21,2018-11-30,0.10041273530075587,option_parity_implied_borrow_proxy_same_expiry,,0.02436890786820018,panel_cbbo,0.057534246575342465,272,
2019-01-31,2018-12-31,2019-01-18,2019-01-18,AMZN_put_put_near,AMZN  190118P01450000,AMZN,put,put_near,38.95,1450.0,1501.9700622558594,1696.199951171875,1.0,1.0,1.0,1696.199951171875,1696.199951171875,1.0,0.0,-1.0,-0.3269654260013788,3.4495815210752304e-05,1.210908973747654,-1.5150857420458053,0.45373293784856805,18,equity_option,,,,,,,,,,,,,2018-12-31,AMZN  190118P01450000,160,0.015503875968992265,put_near,AMZN,2019-01-18,18,2018-12-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.015503875968992265,panel_cbbo,0.049315068493150684,160,
2019-02-28,2019-01-31,2019-02-15,2019-02-15,AMZN_put_put_near,AMZN  190215P01600000,AMZN,put,put_near,17.86,1600.0,1718.7300109863281,1607.9499816894531,1.0,1.0,1.0,1607.9499816894531,1607.9499816894531,1.0,0.0,-1.0,-0.19339984576256142,0.0,0.9532200269793388,-1.5243263018853916,0.4186527297377587,15,equity_option,,,,,,,,,,,,,2019-01-31,AMZN  190215P01600000,414,0.022035195619261535,put_near,AMZN,2019-02-15,15,2019-01-31,0.20214992809398585,option_parity_implied_borrow_proxy_same_expiry,,0.022035195619261535,panel_cbbo,0.0410958904109589,414,
2019-04-30,2019-02-28,2019-03-15,2019-03-15,AMZN_put_put_near,AMZN  190315P01550000,AMZN,put,put_near,4.81,1550.0,1639.8300170898438,1712.3599243164062,1.0,1.0,1.0,1712.3599243164062,1712.3599243164062,1.0,0.0,-1.0,-0.13093810256054553,0.004211100718911547,0.6697516159048956,-0.5527343124784148,0.25920634139776244,15,equity_option,,,,,,,,,,,,,2019-02-28,AMZN  190315P01550000,145,0.04524886877828054,put_near,AMZN,2019-03-15,15,2019-02-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.04524886877828054,panel_cbbo,0.0410958904109589,145,
2019-05-31,2019-04-30,2019-05-17,2019-05-17,AMZN_put_put_near,AMZN  190517P01825000,AMZN,put,put_near,6.91,1825.0,1926.5199279785156,1868.999938964844,1.0,1.0,1.0,1868.999938964844,1868.999938964844,1.0,0.0,-1.0,-0.11334187158848591,3.2185816547437004e-05,0.8006001242278994,-0.508261768504445,0.21848168631792073,17,equity_option,,,,,,,,,,,,,2019-04-30,AMZN  190517P01825000,148,0.03049560196845822,put_near,AMZN,2019-05-17,17,2019-04-30,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.03049560196845822,panel_cbbo,0.04657534246575343,148,
2019-06-28,2019-05-31,2019-06-21,2019-06-21,AMZN_put_put_near,AMZN  190621P01650000,AMZN,put,put_near,11.34,1650.0,1775.0700378417969,1911.300048828125,1.0,1.0,1.0,1911.300048828125,1911.300048828125,1.0,0.0,-1.0,-0.16877801938282544,3.243776231301245e-06,1.0720960724841406,-0.798249759137077,0.31535517796278,21,equity_option,,,,,,,,,,,,,2019-05-31,AMZN  190621P01650000,33,0.02421307506053269,put_near,AMZN,2019-06-21,21,2019-05-31,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.02421307506053269,panel_cbbo,0.057534246575342465,33,
2019-07-31,2019-06-28,2019-07-19,2019-07-19,AMZN_put_put_near,AMZN  190719P01800000,AMZN,put,put_near,13.55,1800.0,1893.6300659179688,1964.5199584960935,1.0,1.0,1.0,1964.5199584960935,1964.5199584960935,1.0,0.0,-1.0,-0.17028088671082411,2.5743556232689815e-05,1.154468510154463,-0.639787524077919,0.23659517558813098,21,equity_option,,,,,,,,,,,,,2019-06-28,AMZN  190719P01800000,204,0.022988505747126436,put_near,AMZN,2019-07-19,21,2019-06-28,0.0,option_parity_implied_borrow_proxy_same_expiry,,0.022988505747126436,panel_cbbo,0.057534246575342465,204,
